timestamp,ticker,action,qty,entry_price,exit_price,pl_usd,pl_pct,confidence,reason
2026-07-29 15:55:26,NVDA,VENTE_STOP_LOSS,27.108604674,195.834129,193.47,-64.088239,-1.207,0.0,Stop-Loss -1.2%
2026-07-29 18:05:41,ARM,VENTE_STOP_LOSS,8.651972659,231.16,228.1,-26.475036,-1.324,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 18:05:41,SMCI,VENTE_STOP_LOSS,130.840747663,26.75,26.42,-43.177447,-1.234,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 18:05:41,URA,VENTE_STOP_LOSS,52.937797776,37.78,37.29,-25.939521,-1.2970000000000002,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 18:34:26,AMD,VENTE_STOP_SUIVEUR,8.242084696,424.648633,428.811,34.306582,0.98,0.0,Stop Suiveur Réactif (Sommet +1.51%)
2026-07-29 19:30:02,TSM,VENTE_STOP_SUIVEUR,13.265035948,376.93,378.77,24.407666,0.488,0.0,Stop Suiveur Réactif (Sommet +0.99%)
2026-07-29 20:03:44,SMH,VENTE_STOP_SUIVEUR,3.90785283,511.787441,517.88,23.808824,1.1900000000000002,0.0,Stop Suiveur Réactif (Sommet +1.69%)
2026-07-29 20:05:36,TAN,VENTE_STOP_SUIVEUR,41.727310661,47.93,48.54,25.453659,1.273,0.0,Stop Suiveur Réactif (Sommet +1.79%)
2026-07-29 20:48:30,XRPUSD,VENTE_STOP_SUIVEUR,4582.667181211,1.066481046,1.08256,73.684495,1.508,0.0,Stop Suiveur Réactif (Sommet +2.02%)
2026-07-29 21:04:46,NVDA,VENTE_STOP_SUIVEUR,18.178933153,192.53,195.35,51.264591,1.465,0.0,Stop Suiveur Réactif (Sommet +1.97%)
2026-07-29 21:19:32,AVAXUSD,VENTE_STOP_SUIVEUR,305.463431662,6.395363305,6.4065,3.401853,0.174,0.0,Stop Suiveur Réactif (Sommet +1.07%)
2026-07-29 21:44:44,SOUN,VENTE_STOP_LOSS,863.55613126,5.79,5.72,-60.448929,-1.209,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:50:45,ARM,VENTE_STOP_LOSS,4.30733115,232.16,224.04,-34.975529,-3.4979999999999998,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:50:45,NVDA,VENTE_STOP_LOSS,17.959267429,194.884898,191.67,-57.737213,-1.6500000000000001,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:50:45,SMCI,VENTE_STOP_LOSS,74.64949608,26.791741,25.8976,-66.747175,-3.3369999999999997,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:50:45,SMH,VENTE_STOP_LOSS,6.743578379,519.010799,509.33,-65.283227,-1.865,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:50:45,TAN,VENTE_STOP_LOSS,71.809396799,48.74,47.75,-71.091303,-2.031,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:55:55,TSM,VENTE_STOP_LOSS,9.214622331,379.83,374.63,-47.916036,-1.369,0.0,Stop-Loss Dynamique -1.2%
2026-07-29 21:58:02,AMD,VENTE_STOP_SUIVEUR,2.338993754,427.53,429.74,5.169176,0.517,0.0,Stop Suiveur Réactif (Sommet +1.38%)
2026-07-29 22:27:40,VKTX,VENTE_STOP_SUIVEUR,151.239866908,33.06,33.26,30.247973,0.605,0.0,Stop Suiveur Réactif (Sommet +2.54%)
2026-07-29 22:51:34,IONQ,VENTE_STOP_SUIVEUR,156.893316598,31.868725,32.1164,38.858552,0.777,0.0,Stop Suiveur Réactif (Sommet +1.29%)
